ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,PTS,AST,REB,ALL_STAR_APPEARANCES,PIE
1088,Chucky,Atkins,Chucky Atkins,"Atkins, Chucky",C. Atkins,chucky-atkins,1974-08-14T00:00:00,South Florida,USA,South Florida/USA,71,185,11,17,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,chucky_atkins,1999,2009,N,Y,Y,Undrafted,Undrafted,Undrafted,9.9,3.4,1.7,0,
278,Stacey,Augmon,Stacey Augmon,"Augmon, Stacey",S. Augmon,stacey-augmon,1968-08-01T00:00:00,UNLV,USA,UNLV/USA,80,213,15,2,Forward-Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,stacey_augmon,1991,2005,N,Y,Y,1991,1,9,8,1.6,3.2,0,
201571,D.J.,Augustin,D.J. Augustin,"Augustin, D.J.",D. Augustin,dj-augustin,1987-11-10T00:00:00,Texas,USA,Texas/USA,71,183,12,14,Guard,Active,Y,1610612745,Rockets,HOU,rockets,Houston,d.j._augustin,2008,2020,N,Y,Y,2008,1,9,6.1,3,1.4,,0.069
200788,James,Augustine,James Augustine,"Augustine, James",J. Augustine,james-augustine,1984-02-27T00:00:00,Illinois,USA,Illinois/USA,82,235,1,40,Forward,Inactive,N,1610612753,Magic,ORL,magic,Orlando,james_augustine,2006,2007,Y,Y,Y,2006,2,41,1.6,0.1,1.2,0,
1134,Ike,Austin,Ike Austin,"Austin, Ike",I. Austin,ike-austin,1969-08-18T00:00:00,Arizona State,USA,Arizona State/USA,82,288,8,"",Center,Inactive,N,0,"","","","",ike_austin,1991,2001,N,Y,Y,1991,2,48,7.6,1.2,4.7,0,
1895,William,Avery,William Avery,"Avery, William",W. Avery,william-avery,1979-08-08T00:00:00,Duke,USA,Duke/USA,74,180,3,30,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,william_avery,1999,2002,N,Y,Y,1999,1,14,2.7,1.4,0.7,0,
202970,Gustavo,Ayon,Gustavo Ayon,"Ayon, Gustavo",G. Ayon,gustavo-ayon,1985-04-01T00:00:00,Baloncesto Fuenlabrada,Mexico,Baloncesto Fuenlabrada/Mexico,,,2,"","",Inactive,N,0,"","","","",gustavo_ayon,2011,2016,N,Y,Y,Undrafted,Undrafted,Undrafted,4.7,1.3,4.4,0,
201965,Jeff,Ayres,Jeff Ayres,"Ayres, Jeff",J. Ayres,jeff-ayres,1987-04-29T00:00:00,Arizona State,USA,Arizona State/USA,81,250,6,19,Forward-Center,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,jeff_ayres,2009,2015,Y,Y,Y,2009,2,31,2.9,0.4,2.7,0,
1629028,Deandre,Ayton,Deandre Ayton,"Ayton, Deandre",D. Ayton,deandre-ayton,1998-07-23T00:00:00,Arizona,Bahamas,Arizona/Bahamas,83,250,2,22,Center,Active,Y,1610612756,Suns,PHX,suns,Phoenix,deandre_ayton,2018,2020,N,Y,Y,2018,1,1,14.5,1.6,11,,0.129
101235,Kelenna,Azubuike,Kelenna Azubuike,"Azubuike, Kelenna",K. Azubuike,kelenna-azubuike,1983-12-16T00:00:00,Kentucky,United Kingdom,Kentucky/United Kingdom,77,215,4,4,Guard,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,kelenna_azubuike,2006,2011,N,Y,Y,Undrafted,Undrafted,Undrafted,10.5,1.1,4,0,
203569,Chris,Babb,Chris Babb,"Babb, Chris",C. Babb,chris-babb,1990-02-14T00:00:00,Iowa State,USA,Iowa State/USA,77,225,2,52,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,chris_babb,2013,2014,Y,Y,Y,Undrafted,Undrafted,Undrafted,1.6,0.2,1.2,0,
202337,Luke,Babbitt,Luke Babbitt,"Babbitt, Luke",L. Babbitt,luke-babbitt,1989-06-20T00:00:00,Nevada-Reno,USA,Nevada-Reno/USA,81,225,8,22,Forward,Inactive,N,1610612748,Heat,MIA,heat,Miami,luke_babbitt,2010,2017,Y,Y,Y,2010,1,16,4.8,0.6,2.2,0,
1628407,Dwayne,Bacon,Dwayne Bacon,"Bacon, Dwayne",D. Bacon,dwayne-bacon,1995-08-30T00:00:00,Florida State,USA,Florida State/USA,78,221,3,8,Guard-Forward,Active,Y,1610612753,Magic,ORL,magic,Orlando,dwayne_bacon,2017,2020,Y,Y,Y,2017,2,40,9.9,1.1,2.8,,0.06
2053,Dalibor,Bagaric,Dalibor Bagaric,"Bagaric, Dalibor",D. Bagaric,dalibor-bagaric,1980-07-02T00:00:00,Benston Zagreb,Croatia,Benston Zagreb/Croatia,85,290,3,11,Center,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,dalibor_bagaric,2000,2002,N,Y,Y,2000,1,24,2.6,0.4,2.5,0,
1628963,Marvin,Bagley III,Marvin Bagley III,"Bagley III, Marvin",M. Bagley III,marvin-bagley-iii,1999-03-14T00:00:00,Duke,USA,Duke/USA,83,235,2,35,Forward,Active,Y,1610612758,Kings,SAC,kings,Sacramento,marvin_bagley_iii,2018,2020,N,Y,Y,2018,1,2,13.9,0.9,7.4,,0.095
1753,Toby,Bailey,Toby Bailey,"Bailey, Toby",T. Bailey,toby-bailey,1975-11-19T00:00:00,UCLA,USA,UCLA/USA,78,213,2,11,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,toby_bailey,1998,2002,N,Y,Y,1998,2,45,3.3,0.6,1.7,0,
203946,Cameron,Bairstow,Cameron Bairstow,"Bairstow, Cameron",C. Bairstow,cameron-bairstow,1990-12-07T00:00:00,New Mexico,Australia,New Mexico/Australia,81,250,2,41,Forward-Center,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,cameron_bairstow,2014,2015,Y,Y,Y,2014,2,49,1.2,0.2,1,0,
2486,Maurice,Baker,Maurice Baker,"Baker, Maurice",M. Baker,maurice-baker,1979-07-28T00:00:00,Oklahoma State,USA,Oklahoma State/USA,74,200,1,"",Guard,Inactive,N,0,"","","","",maurice_baker,2002,2004,Y,Y,Y,Undrafted,Undrafted,Undrafted,0,0.2,0.4,0,
1627758,Ron,Baker,Ron Baker,"Baker, Ron",R. Baker,ron-baker,1993-03-30T00:00:00,Wichita State,USA,Wichita State/USA,76,220,2,"",Guard,Inactive,N,0,"","","","",ron_baker,2016,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,3.1,1.8,1.4,0,
452,Vin,Baker,Vin Baker,"Baker, Vin",V. Baker,vin-baker,1971-11-23T00:00:00,Hartford,USA,Hartford/USA,83,240,12,34,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,vin_baker,1993,2005,N,Y,Y,1993,1,8,15,1.9,7.4,4,
1627735,Wade,Baldwin IV,Wade Baldwin IV,"Baldwin IV, Wade",W. Baldwin IV,wade-baldwin-iv,1996-03-29T00:00:00,Vanderbilt,USA,Vanderbilt/USA,76,200,2,"",Guard,Inactive,N,0,"","","","",wade_baldwin iv,2016,2018,Y,Y,Y,2016,1,17,3.1,1.4,1.2,0,
200764,Renaldo,Balkman,Renaldo Balkman,"Balkman, Renaldo",R. Balkman,renaldo-balkman,1984-07-14T00:00:00,South Carolina,USA,South Carolina/USA,80,225,6,"",Forward,Inactive,N,0,"","","","",renaldo_balkman,2006,2011,Y,Y,Y,2006,1,20,4,0.6,3.5,0,
1628366,Lonzo,Ball,Lonzo Ball,"Ball, Lonzo",L. Ball,lonzo-ball,1997-10-27T00:00:00,UCLA,USA,UCLA/USA,78,190,3,2,Guard,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,lonzo_ball,2017,2020,N,Y,Y,2017,1,2,14.2,5.6,4.2,,0.099
1628964,Mo,Bamba,Mo Bamba,"Bamba, Mo",M. Bamba,mo-bamba,1998-05-12T00:00:00,Texas-Austin,USA,Texas-Austin/USA,84,231,2,5,Center,Active,Y,1610612753,Magic,ORL,magic,Orlando,mohamed_bamba,2018,2020,N,Y,Y,2018,1,6,4.6,0.3,3.9,,0.126
2556,Marcus,Banks,Marcus Banks,"Banks, Marcus",M. Banks,marcus-banks,1981-11-19T00:00:00,UNLV,USA,UNLV/USA,74,205,8,15,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,marcus_banks,2003,2010,Y,Y,Y,2003,1,13,5.9,2.1,1.5,0,
2571,Leandro,Barbosa,Leandro Barbosa,"Barbosa, Leandro",L. Barbosa,leandro-barbosa,1982-11-28T00:00:00,Bauru,Brazil,Bauru/Brazil,75,194,14,19,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,leandro_barbosa,2003,2016,N,Y,Y,2003,1,28,10.6,2.1,2,0,
200826,J.J.,Barea,J.J. Barea,"Barea, J.J.",J. Barea,jj-barea,1984-06-26T00:00:00,Northeastern,Puerto Rico,Northeastern/Puerto Rico,70,180,14,5,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,j.j._barea,2006,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,8.9,3.9,2.1,0,
200745,Andrea,Bargnani,Andrea Bargnani,"Bargnani, Andrea",A. Bargnani,andrea-bargnani,1985-10-26T00:00:00,Benetton Treviso,Italy,Benetton Treviso/Italy,84,245,9,"",Center-Forward,Inactive,N,0,"","","","",andrea_bargnani,2006,2015,N,Y,Y,2006,1,1,14.3,1.2,4.6,0,
2057,Erick,Barkley,Erick Barkley,"Barkley, Erick",E. Barkley,erick-barkley,1978-02-21T00:00:00,St. John's,USA,St. John's/USA,73,185,2,1,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,erick_barkley,2000,2002,N,Y,Y,2000,1,28,2.9,1.5,0.8,0,
203084,Harrison,Barnes,Harrison Barnes,"Barnes, Harrison",H. Barnes,harrison-barnes,1992-05-30T00:00:00,North Carolina,USA,North Carolina/USA,80,225,8,40,Forward,Active,Y,1610612758,Kings,SAC,kings,Sacramento,harrison_barnes,2012,2020,N,Y,Y,2012,1,7,16.3,3.7,6.5,,0.111
2440,Matt,Barnes,Matt Barnes,"Barnes, Matt",M. Barnes,matt-barnes,1980-03-09T00:00:00,UCLA,USA,UCLA/USA,79,226,14,22,Forward,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,matt_barnes,2002,2016,N,Y,Y,2002,2,45,8.2,1.8,4.6,0,
2857,Andre,Barrett,Andre Barrett,"Barrett, Andre",A. Barrett,andre-barrett,1982-02-21T00:00:00,Seton Hall,USA,Seton Hall/USA,70,173,4,"",Guard,Inactive,N,0,"","","","",andre_barrett,2004,2007,Y,Y,Y,Undrafted,Undrafted,Undrafted,3.3,2,1.1,0,
76114,Ernie,Barrett,Ernie Barrett,"Barrett, Ernie",E. Barrett,ernie-barrett,1929-08-27T00:00:00,Kansas State,USA,Kansas State/USA,,,1,"","",Inactive,N,0,"","","","",europelive,1953,2008,N,Y,Y,1951,1,7,4.9,1.7,2.6,0,
1629628,RJ,Barrett,RJ Barrett,"Barrett, RJ",R. Barrett,rj-barrett,2000-06-14T00:00:00,Duke,Canada,Duke/Canada,78,214,1,9,Forward-Guard,Active,Y,1610612752,Knicks,NYK,knicks,New York,rj_barrett,2019,2020,N,Y,Y,2019,1,3,17.3,3,6.1,,0.101
2853,Earl,Barron,Earl Barron,"Barron, Earl",E. Barron,earl-barron,1981-08-14T00:00:00,Memphis,USA,Memphis/USA,84,250,8,30,Forward-Center,Inactive,N,1610612748,Heat,MIA,heat,Miami,earl_barron,2005,2014,Y,Y,Y,Undrafted,Undrafted,Undrafted,4.6,0.5,3.5,0,
344,Dana,Barros,Dana Barros,"Barros, Dana",D. Barros,dana-barros,1967-04-13T00:00:00,Boston College,USA,Boston College/USA,71,165,14,"",Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,dana_barros,1989,2003,N,Y,Y,1989,1,16,10.5,3.3,1.9,1,
699,Brent,Barry,Brent Barry,"Barry, Brent",B. Barry,brent-barry,1971-12-31T00:00:00,Oregon State,USA,Oregon State/USA,79,210,14,17,Guard,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,brent_barry,1995,2008,N,Y,Y,1995,1,15,9.3,3.2,3,0,
468,Jon,Barry,Jon Barry,"Barry, Jon",J. Barry,jon-barry,1969-07-25T00:00:00,Georgia Tech,USA,Georgia Tech/USA,77,210,13,"",Guard,Inactive,N,0,"","","","",jon_barry,1992,2005,N,Y,Y,1992,1,21,5.7,2.2,1.8,0,
203115,Will,Barton,Will Barton,"Barton, Will",W. Barton,will-barton,1991-01-06T00:00:00,Memphis,USA,Memphis/USA,78,181,8,5,Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,will_barton,2012,2020,Y,Y,Y,2012,2,40,13,3.2,4.1,,0.081
101188,Eddie,Basden,Eddie Basden,"Basden, Eddie",E. Basden,eddie-basden,1983-02-15T00:00:00,North Carolina-Charlotte,USA,North Carolina-Charlotte/USA,77,215,1,13,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,eddie_basden,2005,2005,Y,Y,Y,Undrafted,Undrafted,Undrafted,2.1,0.4,1.5,0,
101138,Brandon,Bass,Brandon Bass,"Bass, Brandon",B. Bass,brandon-bass,1985-04-30T00:00:00,Louisiana State,USA,Louisiana State/USA,80,250,12,30,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,brandon_bass,2005,2016,Y,Y,Y,2005,2,33,8.7,0.8,4.5,0,
1766,Maceo,Baston,Maceo Baston,"Baston, Maceo",M. Baston,maceo-baston,1976-05-29T00:00:00,Michigan,USA,Michigan/USA,82,230,4,9,Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,maceo_baston,2002,2008,N,Y,Y,1998,2,58,2.7,0.2,1.7,0,
2370,Mengke,Bateer,Mengke Bateer,"Bateer, Mengke",M. Bateer,mengke-bateer,1975-11-20T00:00:00,Beijing,China,Beijing/China,83,290,3,"",Center,Inactive,N,0,"","","","",mengke_bateer,2001,2003,N,Y,Y,Undrafted,Undrafted,Undrafted,3.4,0.6,2.5,0,
1628966,Keita,Bates-Diop,Keita Bates-Diop,"Bates-Diop, Keita",K. Bates-Diop,keita-bates-diop,1996-01-23T00:00:00,Ohio State,USA,Ohio State/USA,80,229,2,31,Forward,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,keita_bates-diop,2018,2020,Y,Y,Y,2018,2,48,2.1,0.4,1.3,,0.077
101212,Esteban,Batista,Esteban Batista,"Batista, Esteban",E. Batista,esteban-batista,1983-09-02T00:00:00,Trouville,Uruguay,Trouville/Uruguay,82,268,2,11,Forward-Center,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,esteban_batista,2005,2006,N,Y,Y,Undrafted,Undrafted,Undrafted,1.7,0.2,2.5,0,
2471,Mike,Batiste,Mike Batiste,"Batiste, Mike",M. Batiste,mike-batiste,1977-11-21T00:00:00,Arizona State,USA,Arizona State/USA,,,1,"","",Inactive,N,0,"","","","",mike_batiste,2002,2007,N,Y,Y,Undrafted,Undrafted,Undrafted,6.4,0.7,3.4,0,
1499,Tony,Battie,Tony Battie,"Battie, Tony",T. Battie,tony-battie,1976-02-11T00:00:00,Texas Tech,USA,Texas Tech/USA,83,240,14,4,Center,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,tony_battie,1997,2011,N,Y,Y,1997,1,5,6.1,0.6,5.1,0,
2203,Shane,Battier,Shane Battier,"Battier, Shane",S. Battier,shane-battier,1978-09-09T00:00:00,Duke,USA,Duke/USA,80,220,12,31,Forward,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,shane_battier,2001,2013,N,Y,Y,2001,1,6,8.6,1.8,4.2,0,
201587,Nicolas,Batum,Nicolas Batum,"Batum, Nicolas",N. Batum,nicolas-batum,1988-12-14T00:00:00,Le Mans,France,Le Mans/France,80,230,12,33,Guard-Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,nicolas_batum,2008,2020,N,Y,Y,2008,1,25,8.6,2.3,4.7,,0.086
2437,Lonny,Baxter,Lonny Baxter,"Baxter, Lonny",L. Baxter,lonny-baxter,1979-01-27T00:00:00,Maryland,USA,Maryland/USA,80,260,3,35,Forward,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,lonny_baxter,2002,2005,N,Y,Y,2002,2,43,3.9,0.2,2.9,0,
201573,Jerryd,Bayless,Jerryd Bayless,"Bayless, Jerryd",J. Bayless,jerryd-bayless,1988-08-20T00:00:00,Arizona,USA,Arizona/USA,75,200,11,8,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,jerryd_bayless,2008,2018,N,Y,Y,2008,1,11,8.4,2.9,2.1,0,
203382,Aron,Baynes,Aron Baynes,"Baynes, Aron",A. Baynes,aron-baynes,1986-12-09T00:00:00,Washington State,Australia,Washington State/Australia,82,260,8,46,Center-Forward,Active,Y,1610612761,Raptors,TOR,raptors,Toronto,aron_baynes,2012,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,6.1,0.9,5.5,,0.067
203145,Kent,Bazemore,Kent Bazemore,"Bazemore, Kent",K. Bazemore,kent-bazemore,1989-07-01T00:00:00,Old Dominion,USA,Old Dominion/USA,76,195,8,26,Guard-Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,kent_bazemore,2012,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,6.1,1.6,2.9,,0.077
1629647,Darius,Bazley,Darius Bazley,"Bazley, Darius",D. Bazley,darius-bazley,2000-06-12T00:00:00,Princeton HS (OH),USA,Princeton HS (OH)/USA,80,208,1,7,Forward-Guard,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,darius_bazley,2019,2020,N,Y,Y,2019,1,23,11.9,1.5,7.5,,0.087
203078,Bradley,Beal,Bradley Beal,"Beal, Bradley",B. Beal,bradley-beal,1993-06-28T00:00:00,Florida,USA,Florida/USA,75,207,8,3,Guard,Active,Y,1610612764,Wizards,WAS,wizards,Washington,bradley_beal,2012,2020,N,Y,Y,2012,1,3,31.8,4.6,5.1,,0.154
2602,Jerome,Beasley,Jerome Beasley,"Beasley, Jerome",J. Beasley,jerome-beasley,1980-05-17T00:00:00,North Dakota,USA,North Dakota/USA,81,237,1,24,Forward,Inactive,N,1610612748,Heat,MIA,heat,Miami,jerome_beasley,2003,2003,Y,Y,Y,2003,2,33,1,0,0.5,0,
1627736,Malik,Beasley,Malik Beasley,"Beasley, Malik",M. Beasley,malik-beasley,1996-11-26T00:00:00,Florida State,USA,Florida State/USA,76,187,4,5,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,malik_beasley,2016,2020,Y,Y,Y,2016,1,19,20.5,2.5,4.6,,0.109
201563,Michael,Beasley,Michael Beasley,"Beasley, Michael",M. Beasley,michael-beasley,1989-01-09T00:00:00,Kansas State,USA,Kansas State/USA,81,235,11,"",Forward,Inactive,N,0,"","","","",michael_beasley,2008,2018,N,Y,Y,2008,1,2,12.4,1.3,4.7,0,
201958,Rodrigue,Beaubois,Rodrigue Beaubois,"Beaubois, Rodrigue",R. Beaubois,rodrigue-beaubois,1988-02-24T00:00:00,Cholet,France,Cholet/France,74,185,4,3,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,rodrigue_beaubois,2009,2012,N,Y,Y,2009,1,25,7.1,2.1,1.9,0,
201158,Marco,Belinelli,Marco Belinelli,"Belinelli, Marco",M. Belinelli,marco-belinelli,1986-03-25T00:00:00,Fortitudo Bologna,Italy,Fortitudo Bologna/Italy,77,220,13,18,Guard,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,marco_belinelli,2007,2019,N,Y,Y,2007,1,18,9.7,1.7,2.1,0,
2294,Charlie,Bell,Charlie Bell,"Bell, Charlie",C. Bell,charlie-bell,1979-03-12T00:00:00,Michigan State,USA,Michigan State/USA,75,200,7,34,Guard,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,charlie_bell,2001,2010,N,Y,Y,Undrafted,Undrafted,Undrafted,8.5,2.3,2.2,0,
1628395,Jordan,Bell,Jordan Bell,"Bell, Jordan",J. Bell,jordan-bell,1995-01-07T00:00:00,Oregon,USA,Oregon/USA,80,216,3,"",Forward,Inactive,Y,0,"","","","",jordan_bell,2017,2020,Y,Y,Y,2017,2,38,3.3,1.7,5.3,,0.074
1952,Raja,Bell,Raja Bell,"Bell, Raja",R. Bell,raja-bell,1976-09-19T00:00:00,Florida International,U.S. Virgin Islands,Florida International/U.S. Virgin Islands,77,210,12,19,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,raja_bell,2000,2011,N,Y,Y,Undrafted,Undrafted,Undrafted,9.9,1.7,2.8,0,
2559,Troy,Bell,Troy Bell,"Bell, Troy",T. Bell,troy-bell,1980-11-10T00:00:00,Boston College,USA,Boston College/USA,73,180,1,3,Guard,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,troy_bell,2003,2003,Y,Y,Y,2003,1,16,1.8,0.7,0.7,0,
1627761,DeAndre',Bembry,DeAndre' Bembry,"Bembry, DeAndre'",D. Bembry,deandre-bembry,1994-07-04T00:00:00,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,77,210,4,95,Guard-Forward,Active,Y,1610612761,Raptors,TOR,raptors,Toronto,deandre'_bembry,2016,2020,Y,Y,Y,2016,1,21,4.6,1.9,2.3,,0.068
1627733,Dragan,Bender,Dragan Bender,"Bender, Dragan",D. Bender,dragan-bender,1997-11-17T00:00:00, ,Croatia,Maccabi Tel Aviv/Croatia,84,249,3,"",Forward,Inactive,N,0,"","","","",dragan_bender,2016,2019,Y,Y,Y,2016,1,4,5.4,1.3,3.9,0,
1886,Jonathan,Bender,Jonathan Bender,"Bender, Jonathan",J. Bender,jonathan-bender,1981-01-30T00:00:00,Picayune HS (MS),USA,Picayune HS (MS)/USA,84,230,8,9,Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,jonathan_bender,1999,2009,N,Y,Y,1999,1,5,5.5,0.6,2.2,0,
203968,Jerrelle,Benimon,Jerrelle Benimon,"Benimon, Jerrelle",J. Benimon,jerrelle-benimon,1991-08-01T00:00:00,Towson,USA,Towson/USA,,,0,"","",Inactive,N,0,"","","","",jerrelle_benimon,2014,2014,Y,Y,Y,Undrafted,Undrafted,Undrafted,0,0,1.5,0,
1736,Corey,Benjamin,Corey Benjamin,"Benjamin, Corey",C. Benjamin,corey-benjamin,1978-02-24T00:00:00,Oregon State,USA,Oregon State/USA,78,200,4,"",Guard,Inactive,N,0,"","","","",corey_benjamin,1998,2002,N,Y,Y,1998,1,28,5.5,0.9,1.7,0,
203461,Anthony,Bennett,Anthony Bennett,"Bennett, Anthony",A. Bennett,anthony-bennett,1993-03-14T00:00:00,UNLV,Canada,UNLV/Canada,80,235,4,"",Forward,Inactive,N,0,"","","","",anthony_bennett,2013,2016,Y,Y,Y,2013,1,1,4.4,0.5,3.1,0,
712,Mario,Bennett,Mario Bennett,"Bennett, Mario",M. Bennett,mario-bennett,1973-08-01T00:00:00,Arizona State,USA,Arizona State/USA,81,235,4,24,Center-Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,mario_bennett,1995,2002,N,Y,Y,1995,1,27,4,0.4,2.7,0,
202728,Keith,Benson,Keith Benson,"Benson, Keith",K. Benson,keith-benson,1988-08-13T00:00:00,Oakland,USA,Oakland/USA,83,230,1,"",Forward-Center,Inactive,N,0,"","","","",keith_benson,2011,2011,Y,Y,Y,2011,2,48,0,0,1,0,
1627791,Ben,Bentil,Ben Bentil,"Bentil, Ben",B. Bentil,ben-bentil,1995-03-29T00:00:00,Providence,Ghana,Providence/Ghana,81,235,0,"",Forward,Inactive,N,0,"","","","",ben_bentil,2016,2016,Y,Y,Y,2016,2,51,0,0,0.7,0,
1629541,Dairis,Bertans,Dairis Bertans,"Bertans, Dairis",D. Bertans,dairis-bertans,1989-09-09T00:00:00,Olimpia Milano,Latvia,Olimpia Milano/Latvia,76,200,1,9,Guard,Inactive,N,1610612740,Pelicans,NOP,pelicans,New Orleans,tmp_dairis_bertans,2018,2018,N,Y,Y,Undrafted,Undrafted,Undrafted,2.8,0.8,0.8,0,
202722,Davis,Bertans,Davis Bertans,"Bertans, Davis",D. Bertans,davis-bertans,1992-11-12T00:00:00,Baskonia,Latvia,Baskonia/Latvia,82,225,4,42,Forward,Active,Y,1610612764,Wizards,WAS,wizards,Washington,davis_bertans,2016,2020,Y,Y,Y,2011,2,42,10.8,0.9,2.9,,0.064
696,Travis,Best,Travis Best,"Best, Travis",T. Best,travis-best,1972-07-12T00:00:00,Georgia Tech,USA,Georgia Tech/USA,71,182,10,6,Guard,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,travis_best,1995,2004,N,Y,Y,1995,1,23,7.6,3.5,1.8,0,
201976,Patrick,Beverley,Patrick Beverley,"Beverley, Patrick",P. Beverley,patrick-beverley,1988-07-12T00:00:00,Arkansas,USA,Arkansas/USA,73,180,8,21,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,patrick_beverley,2012,2020,Y,Y,Y,2009,2,42,8.3,2.1,3.7,,0.072
204021,Sim,Bhullar,Sim Bhullar,"Bhullar, Sim",S. Bhullar,sim-bhullar,1992-12-02T00:00:00,New Mexico State,Canada,New Mexico State/Canada,89,360,0,"",Center,Inactive,N,0,"","","","",sim_bhullar,2014,2014,Y,Y,Y,Undrafted,Undrafted,Undrafted,0.7,0.3,0.3,0,
1710,Mike,Bibby,Mike Bibby,"Bibby, Mike",M. Bibby,mike-bibby,1978-05-13T00:00:00,Arizona,USA,Arizona/USA,74,195,14,20,Guard,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,mike_bibby,1998,2011,N,Y,Y,1998,1,2,14.7,5.5,3.1,0,
2740,Andris,Biedrins,Andris Biedrins,"Biedrins, Andris",A. Biedrins,andris-biedrins,1986-04-02T00:00:00,BK Skonto,Latvia,BK Skonto/Latvia,84,250,9,"",Center,Inactive,N,0,"","","","",andris_biedrins,2004,2013,N,Y,Y,2004,1,11,6.3,0.9,7,0,
1497,Chauncey,Billups,Chauncey Billups,"Billups, Chauncey",C. Billups,chauncey-billups,1976-09-25T00:00:00,Colorado,USA,Colorado/USA,75,210,16,1,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,chauncey_billups,1997,2013,N,Y,Y,1997,1,3,15.2,5.4,2.9,5,
203920,Khem,Birch,Khem Birch,"Birch, Khem",K. Birch,khem-birch,1992-09-28T00:00:00,UNLV,Canada,UNLV/Canada,81,233,3,24,Center,Active,Y,1610612753,Magic,ORL,magic,Orlando,khem_birch,2017,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,5.5,1,5.2,,0.084
1628444,Jabari,Bird,Jabari Bird,"Bird, Jabari",J. Bird,jabari-bird,1994-07-03T00:00:00,California,USA,California/USA,78,198,1,26,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,jabari_bird,2017,2017,Y,Y,Y,2017,2,56,3,0.6,1.5,0,
